z mb dmb x1 dx1 c dc l b true_mb true_x1 true_c
1.251355523938577630e+00 2.445011230296138294e+01 1.004393996090235802e-01 1.457996724132397226e+00 5.162854316061856741e-01 -6.871511244735344082e-02 4.118444653486409701e-02 7.537234712800923164e-01 -4.642394791335602289e-01 2.446004169018683783e+01 7.035810036993043193e-01 -9.866115597741932641e-02
4.711751868621423256e-01 2.255506113646922373e+01 1.290828761495119159e-01 6.507915959240664350e-01 3.388545096716720773e-01 -6.943816485797638105e-02 3.903191270977563604e-02 1.394649402380424563e+00 6.425076801617209121e-02 2.234977704062794857e+01 8.224857144306197965e-01 -3.813848731597642427e-02
3.186777060522858473e-01 2.160216599974416596e+01 1.291457071532626788e-01 -1.327852881499333115e+00 4.051276479806992237e-02 -8.022151072929788185e-02 4.681274997705486135e-02 2.961853354799935722e+00 -6.034370097864990568e-01 2.152372012543514046e+01 -1.274511208505755500e+00 -5.001240301371175090e-02
7.000637373574787325e-01 2.370100472498678457e+01 1.191638021374304413e-01 -1.086421486253362767e+00 3.466663106906731628e-01 4.163471818848399342e-02 3.934780434691539930e-02 1.112075728048370626e+00 -4.328220538154484709e-01 2.363958719837453515e+01 -8.325901209046606688e-01 -1.024064599923504848e-02
1.724986243216775073e-02 1.488577481272652037e+01 1.243089357229472114e-01 7.386029990488178765e-01 2.985758965229993178e-01 3.852052003953693876e-02 4.860234725994626998e-02 4.907925632890710599e-01 -1.681750752843465535e-01 1.495548665061870253e+01 6.920312094126599423e-01 6.802199719551993429e-02
4.714403366774979620e-01 2.273621764477651297e+01 1.174218979601377583e-01 1.425147498886673691e+00 1.149266896151273087e-01 8.658645027042405351e-02 5.247630206893393046e-02 2.703292836565536206e+00 8.609121486570457671e-02 2.258366788850030460e+01 1.170037699827039201e+00 1.616579928654675313e-02
5.553829870800630619e-01 2.325203544591298765e+01 1.204958745525242514e-01 -7.822066649855750897e-02 3.272525885984600147e-01 1.368940982705720288e-01 3.068327988122834804e-02 2.980628975342143328e+00 8.951069328491902122e-02 2.338734270738529375e+01 4.893788990523754989e-02 1.463316752879130767e-01
8.006445799814312370e-01 2.310165683404725101e+01 1.156096015709587727e-01 1.173651301286022797e+00 6.691142234376603604e-01 -2.375900924315700602e-01 4.972212150856429591e-02 1.282638196446562295e+00 6.795621223604338956e-01 2.295619276815740051e+01 1.666440499420579702e+00 -2.324861543783319218e-01
1.195657674422810679e+00 2.490342807206648601e+01 9.720069433206965370e-02 -2.331377165465839674e-01 2.188172127423824165e-01 -1.041614949334823681e-01 4.002640301779307463e-02 1.229918289378874707e+00 -7.443675071193754933e-01 2.496082856049573451e+01 -2.519387604746360365e-01 -8.239871765460218822e-02
7.009653645661646504e-01 2.340782031739407643e+01 1.103706742745295538e-01 -1.553205631197944303e+00 4.556752713554360623e-01 -9.912374820158442734e-02 4.358081263034377373e-02 2.674791777704352835e+00 -8.800840025709475434e-01 2.350244784296544864e+01 -1.086200320785836837e+00 -6.181609528851594870e-02
4.697989437461651541e-01 2.282413569366909911e+01 8.947704052424557131e-02 -2.424620238547195439e-01 1.906357258786351705e-01 1.288998587682025840e-02 2.630756973396781301e-02 4.010959206720200676e+00 5.626599074941907030e-01 2.281077385150236481e+01 -1.715306133007917511e-01 3.728235713622841951e-02
1.186854861622482993e+00 2.487707912132374233e+01 1.263462939732110657e-01 4.811892468390169264e-01 2.044016390315972487e-01 -2.873610316334528417e-02 2.860843343847405129e-02 9.599983400037485071e-01 -5.545216681581461859e-01 2.464607279376156512e+01 4.217893580831612033e-01 -4.489174306390869562e-02
8.665543996665965309e-01 2.409792345214937015e+01 1.206284274945124413e-01 -1.096499330586592436e+00 1.029039630796160787e-01 6.441890985842999018e-02 3.907227267337370913e-02 5.030156263219992319e+00 3.272111484426017403e-01 2.423440383558498112e+01 -9.418206125139142459e-01 4.266581075663480882e-02
1.255866008443543791e+00 2.470769410709387159e+01 1.397159140774138775e-01 8.399230320915374026e-01 5.584390239598762129e-01 -2.931260857082907539e-02 5.579599868075674901e-02 2.475572278567421125e-01 -1.068755834616902239e-01 2.470003300458573037e+01 4.971911267965191117e-01 -8.294687826814074738e-02
5.444261768707017168e-01 2.303037730460131272e+01 1.150014923376646986e-01 -8.980586866081283204e-02 5.094919393622263648e-01 5.857497787923078569e-02 2.070807998793618154e-02 1.489900886401673841e+00 3.703753227207839394e-01 2.315696317612713173e+01 -3.222140775741134666e-01 6.605484746496288750e-02
3.805536250337235860e-01 2.216142615721905784e+01 7.939945038770239438e-02 3.155299768671177008e-02 2.839431086160856266e-01 5.732617937186439139e-02 2.206424178522995577e-02 4.320201857809022883e+00 6.164425680658749407e-01 2.211740753639791990e+01 2.897604979654341828e-01 6.566173516657826392e-02
1.067452821612137726e+00 2.538070442694737494e+01 1.219523144846976354e-01 -2.141355368230870138e+00 4.192356804419048455e-01 1.496953570211857487e-01 3.074087526698105616e-02 7.249271985159767562e-01 -4.551209126852094333e-01 2.550541205541446388e+01 -1.832697744390910044e+00 1.370586087661936348e-01
5.338111707114494564e-01 2.260471441505389834e+01 1.177801754355617403e-01 5.474357062746052494e-01 8.053104338629213377e-02 -5.113148666391596070e-02 4.081870372206967273e-02 3.704803790211111281e+00 -3.185005066774103388e-02 2.257389227961875022e+01 6.581678170402752714e-01 -6.997114475493995678e-02
6.700948015392969026e-01 2.305578627161145988e+01 1.263541999491173129e-01 1.968861455478064570e+00 9.183247286508966489e-02 -5.730734777431589766e-02 2.866290720970770048e-02 3.188837463823292140e+00 -9.032245696373857324e-01 2.301594533662518316e+01 1.992449940963941568e+00 -3.810665899459243777e-02
3.524997557138689341e-01 2.135201220234091224e+01 1.057621597593318002e-01 6.659229127647661173e-01 1.949126690867361567e-01 -6.260795476978725516e-02 4.573744171088935800e-02 1.035205848457936506e+00 -4.541800197016142016e-01 2.146625283585447974e+01 3.723879731513365932e-01 -5.724976755470304046e-02
1.013636350182053558e+00 2.538812139522578093e+01 1.562896226380701137e-01 -1.751656942843592635e+00 4.018625110473516560e-01 1.539271675650150661e-01 2.600660756228809906e-02 6.236754835900924832e+00 1.260009706658199002e+00 2.526132902843320949e+01 -1.043770556625786217e+00 1.506283744071642006e-01
2.825206431190483425e-01 2.102824246186877843e+01 1.184849051969626560e-01 -2.871361204099323605e-01 7.685638218471443905e-02 -7.923686566817153554e-02 5.314691226988266931e-02 3.543645302851860190e+00 -5.749909186916482007e-01 2.105852437445727077e+01 -2.684809634105312370e-01 -8.428213469828392534e-02
3.261227271350757295e-01 2.140354217058789743e+01 1.354358459550422666e-01 1.037099395960671133e+00 4.431174783946060236e-01 -6.759015335587006956e-02 5.337041621320270240e-02 1.607685968007603661e+00 1.115159486882070450e+00 2.135736360078642448e+01 8.549562935854749801e-01 -5.363909959351174928e-03
2.600904753665922442e-01 2.096539594847142496e+01 1.056117671819766651e-01 -8.472809910781019249e-02 3.314512211353499160e-01 4.076024797284530377e-02 5.358548982296357927e-02 3.005042205757965101e-01 2.937969516122320712e-01 2.095246064452609858e+01 -1.761404207439558611e-01 -5.255066670480472435e-03
7.210710398879218719e-01 2.301944059458030623e+01 8.875628527327222850e-02 9.108525825561251954e-02 2.148663800725443274e-01 -1.493492221526921404e-01 5.502188878342734180e-02 8.459221168420176795e-01 -5.497874629317799355e-01 2.306177517807645572e+01 7.220056481895077705e-02 -1.790874860512700062e-01
1.081385527793544465e+00 2.513710498782292291e+01 1.278197884180718724e-01 -7.473548071167616103e-01 5.975831552683625869e-01 5.644521005924637430e-02 3.817983657819192661e-02 3.587375142441141751e+00 5.080254363961351771e-01 2.501102718948978065e+01 -7.653572928130104591e-01 1.157205475925471988e-02
8.684511689903233744e-01 2.433967428228684327e+01 1.262467994973077712e-01 -2.042765252956892486e+00 4.977569048360207526e-01 4.031017276578550967e-02 2.077219092849391657e-02 9.949461694078746143e-01 -5.952923081307041064e-01 2.434162671647604270e+01 -9.718371144989910171e-01 2.880174490858557895e-02
2.567901294684931113e-01 2.040523345483776652e+01 1.023278907223724443e-01 -3.911539707651169318e-01 1.976080403240989825e-01 -1.898125559391922734e-01 3.220519496124465975e-02 3.826303450498043102e+00 1.457176671079984387e-01 2.042527759430789658e+01 -4.334242794400907095e-01 -1.683237934656909851e-01
9.087716206284248699e-01 2.381056788474745289e+01 1.203037871228291172e-01 8.298725144085866701e-01 7.971035475923948788e-01 -4.126051145890729382e-02 3.195048990683932444e-02 1.618268807762316852e+00 -1.151691691463995193e+00 2.394313148925802892e+01 3.114767390552879434e-01 -6.667422766642719378e-02
3.416925782992128457e-01 2.142321126174989843e+01 1.084417816189764960e-01 -1.361666482741432205e+00 2.113638107147101375e-01 -5.076731206383487682e-02 5.447327308479923275e-02 1.868329525029543525e+00 -8.248847258194326182e-01 2.150366047601867336e+01 -1.192116022415708798e+00 -8.616410486567901983e-02
7.497670040286321669e-01 2.295972168195702778e+01 9.695366624317605653e-02 1.638066751285680356e+00 2.781513076544765428e-01 -1.454505834804470932e-01 5.018761800270520046e-02 2.057098063400750743e+00 8.404764388132459629e-01 2.301696562848663774e+01 1.523285151446572838e+00 -1.530797479260120886e-01
1.296938938916953887e+00 2.516215178978504241e+01 1.060270426989077808e-01 1.916547200465963108e-01 2.755816519721078772e-01 6.842581841061011472e-02 5.587287313806560407e-02 9.689139750234196935e-01 -1.276784149415463865e-01 2.529117186598126565e+01 4.275260162667549046e-01 8.150638133793532136e-02
1.178769128361930374e+00 2.487414660254945531e+01 8.843043030416761208e-02 3.143767493432811366e-01 3.108186004968508387e-01 -3.453737236235190217e-02 1.156837482058484246e-03 4.989177144973379052e-01 -3.002146144845767653e-02 2.481129677315689008e+01 1.541013530862297698e-01 -3.418156663525463018e-02
9.606297942814723267e-01 2.404921760081712634e+01 1.189194687714385523e-01 -1.503699093931995856e+00 7.249735868209302714e-01 -6.304577925721208120e-02 4.666281598748948933e-02 9.759159572070993383e-01 -4.086859062435680423e-01 2.415288733114897113e+01 -1.776348548251172055e+00 -1.385857943017221872e-01
3.878610082861388975e-01 2.179143778447254576e+01 7.641716169979256845e-02 -5.995697043209503585e-01 1.564595467027113662e-01 -1.158648072727632428e-01 6.004416211988254648e-02 3.616422196417963253e+00 3.046449450063730066e-02 2.173388553657738598e+01 -4.163022033993163395e-01 -1.010348730772929193e-01
4.208355181097480635e-01 2.197587247439516744e+01 1.117987350457917278e-01 1.681648146432139113e+00 2.981673945534320525e-01 6.601934082237309598e-02 2.254443970367008346e-02 2.279238106876725567e+00 -9.405773267477478550e-01 2.199074473560327192e+01 1.929206042142371347e+00 4.309826950474066054e-02
1.001329242511310724e+00 2.400756727742945174e+01 1.319046589388998825e-01 9.511733511888187387e-02 3.688334251559812205e-01 -1.374940347719409706e-01 4.070960152029635265e-02 3.973756471525808354e-01 9.835141500792791147e-01 2.397587715951654630e+01 -4.457301014649877047e-01 -1.726507857490164333e-01
1.032812239140166621e+00 2.491413543783268025e+01 1.034415270181340829e-01 8.514364519705162060e-01 3.453522159589159091e-01 9.982482018541768976e-02 5.621232104019600884e-02 2.827411295828371252e+00 -1.475485070402043908e-02 2.482837759650045584e+01 3.010475895628085818e-01 1.350294810941916612e-01
1.298497657718918674e+00 2.495628141340932871e+01 1.000361318648338438e-01 3.640798417610400795e-01 3.691620832540548625e-01 -1.791348653031349381e-01 5.011805807448083128e-02 2.973082587058295090e+00 -1.158150923900415963e+00 2.495606063344207115e+01 4.842173175920611583e-01 -1.027807265304054307e-01
1.185333995496748560e+00 2.499401669944578686e+01 1.350110540571074491e-01 -7.902215885497230197e-01 6.286780417467083826e-01 -1.406584837268423649e-02 5.064081467694796224e-02 2.299898525353131218e-01 -7.447702588303886095e-01 2.504805289999808693e+01 -8.786706234174261887e-01 -1.213498051604248486e-02
3.363681660933681705e-01 2.149874259302467294e+01 1.146509370954871126e-01 2.256100690878330983e+00 5.796055314419383819e-01 -2.338208711766648004e-02 2.877629116057085074e-02 3.627914330517258090e+00 -1.144774949965979977e-01 2.142719070760863076e+01 1.897479750220527617e+00 -1.340756660077987300e-02
2.259965143111621888e-01 2.032384063252116135e+01 7.259490785788097478e-02 4.251685066980591121e-01 1.346550243504717470e-01 -4.363253881937331075e-02 3.984068452737406230e-02 1.423497255028452202e-01 -2.353696599821205326e-01 2.029550445492230182e+01 4.028360045842764303e-01 -6.576029052172030487e-02
1.137984779249475054e+00 2.441419549869206662e+01 1.413051671771027307e-01 -5.075750853982270439e-01 2.082136929701801087e-01 -9.800753971110860718e-02 3.783556049848306457e-02 6.089517329165837545e+00 2.781015258150298375e-01 2.447614020522626177e+01 -3.058230256699610017e-01 -1.420823094716656687e-01
9.977626903502372357e-01 2.454743348596759844e+01 7.693620450306679071e-02 -6.235158558699120945e-01 6.555283145495685582e-02 -4.893433212194049642e-02 2.938919752057311124e-02 3.344240701712445141e+00 3.159245787907942749e-01 2.463205455535046795e+01 -5.853740932221142002e-01 -2.928951910085149379e-02
9.726557987302348884e-01 2.447506201001614556e+01 1.012247643565767075e-01 5.047997288006692562e-01 1.922006951342395686e-01 7.530635950171865600e-03 3.742971419720905746e-02 9.459977946589744890e-01 -1.033157613738577840e+00 2.455895955922418494e+01 3.924916691241314148e-01 2.985752009098785464e-02
1.162852674464587288e+00 2.457983981307690158e+01 1.224730373681278822e-01 1.002714700727417974e+00 1.509108098459888414e-01 1.309063669007788297e-02 3.830119475039201610e-02 3.786412637903690648e+00 -2.576775495276236172e-01 2.473754574380182447e+01 8.257057430712885226e-01 -2.956656505382769182e-02
3.779051749632422741e-01 2.211107289910550477e+01 1.122228437140437157e-01 -4.885849653022824035e-01 2.444736967745592127e-01 4.893260798895818914e-02 6.405729517305756848e-02 4.133675039426684350e+00 -6.724987109442335242e-01 2.203519006763517041e+01 -3.445992132324983692e-01 9.563562621890703275e-03
1.233165323550518444e+00 2.421660138020168063e+01 1.295917632454771651e-01 1.090423056006002200e+00 2.437065134632680485e-01 -1.942594039014642338e-01 2.325874781550989895e-02 3.396194844093292642e-01 2.504872019311104037e-01 2.446613199523925530e+01 7.931772835001225097e-01 -1.462925308504597899e-01
1.129230191959421425e+00 2.451873125540257448e+01 1.183424680066749030e-01 8.326019432227634853e-01 6.149070740261569634e-01 -8.759331347548847402e-02 1.499947745382140818e-02 2.962258589633091521e+00 5.372979178193342253e-01 2.437365640994093852e+01 7.440832701999016141e-01 -9.281631475383651797e-02
3.872877453249572444e-01 2.182126528566337598e+01 8.635228218872709194e-02 -5.671687317330800227e-01 3.963862748510688094e-01 -2.575544880737311304e-02 5.647380552851593433e-02 1.152965861229009903e+00 1.106524079925851334e+00 2.190143318991227872e+01 -8.879293206354659240e-01 -5.788139231005268864e-02
8.209189496472846237e-01 2.399168984476657585e+01 1.234716559584641965e-01 1.553078045343529445e-01 3.231785016092785234e-01 4.114389560174416816e-03 3.033296858422058345e-02 9.086024152623397576e-01 -5.145307554756909374e-01 2.394888912628738353e+01 1.629420290626943102e-01 2.319167300629188661e-02
2.907239290199845616e-01 2.034344491195993143e+01 1.341115832615436265e-01 1.594886839787776678e+00 1.432512532823158324e-01 -1.599245412937569943e-01 5.625076026560768550e-02 2.890875622694526914e+00 -2.885111048911317977e-01 2.050842590695082635e+01 1.758152517805198434e+00 -1.937015878273818381e-01
1.144268297186982419e+00 2.470629664439988460e+01 9.760682456250760475e-02 5.118614006988466691e-01 5.031460791628057372e-01 -3.852542673037984144e-02 4.708392334957470227e-02 3.854388804419415671e+00 3.651395067647094650e-01 2.465645612902179096e+01 7.112127383438340278e-01 -3.732111806790172626e-02
8.799054843671756387e-01 2.351550989291854776e+01 1.481156335213723585e-01 -8.909670172319431591e-01 5.177902003259051700e-01 -1.502855310998150173e-01 6.958113882350203117e-02 1.417858382137301199e+00 1.115443358074971414e+00 2.352038287480888101e+01 -4.639922846884440566e-01 -2.388610143897442195e-01
8.508307162725821104e-01 2.442897904339091042e+01 1.549465311825361236e-01 -1.011263797854978774e+00 2.839471719212873779e-01 1.087418763747868278e-01 3.911333855080540572e-02 1.102506017303888752e+00 -8.298349165988079257e-01 2.452733510233650804e+01 -1.107296811571518047e+00 1.118944104795631528e-01
1.290237918689298713e+00 2.484222263525771268e+01 1.525434950177980975e-01 9.772999011810430403e-01 3.542378722437841132e-01 -3.207920429322218964e-02 2.754451648479113238e-02 3.645585404005435404e+00 -1.223541294519702033e-01 2.489064134089643687e+01 1.055219923539943983e+00 -7.886392915922924018e-02
9.813020451743010852e-01 2.461909962995260059e+01 1.053046982224683514e-01 1.194547985765592513e+00 5.621534421842817597e-01 6.971192799821118724e-02 4.911414769047686701e-02 1.712198537975863744e+00 7.157947620039351033e-01 2.445881996924586232e+01 1.157118655478746261e+00 8.904022748951048727e-02
6.865648107117159338e-01 2.425613724396242787e+01 1.238637623084922895e-01 -9.212239823175433218e-02 1.846935793829274086e-02 3.623136397377213491e-02 1.722449188497571573e-02 1.922004261623876387e+00 -1.276816691033391571e+00 2.406641511875702832e+01 -1.177770561246052339e-01 6.027954837863985782e-02
9.040022969107379680e-01 2.401828971835207227e+01 1.312016743418722153e-01 -7.670252485946882359e-03 5.062861105238497528e-01 -9.313905168154115732e-02 7.507450438377509527e-02 7.785099805421953345e-01 -1.439069022381147755e+00 2.395924695503613222e+01 5.601333305279042607e-01 -7.041535444435084723e-02
1.210569161475314903e+00 2.457691702808693179e+01 1.609704792189775302e-01 -4.065801059379001714e-01 4.163627221837356007e-01 -1.485414026974619106e-01 6.315696170070159154e-02 2.275045126927150996e+00 -3.785682469747772005e-01 2.462448149820362886e+01 -1.348739210606110517e-02 -9.675410816397317371e-02
1.130505997895054904e+00 2.463504634736107946e+01 1.241333877090141785e-01 -1.875157732052165072e-01 1.036289420810711515e-01 -8.020111031012704464e-03 1.545674533226552849e-02 1.186217786345718395e+00 2.064461936332130307e-02 2.456883844575597564e+01 -2.071238714142135395e-01 -1.511227462423947801e-02
5.228722155795790805e-01 2.351146810346457272e+01 1.014305632177977951e-01 -5.422923592669325332e-01 6.851220004438382527e-02 1.082933427208823268e-01 2.144234010964943260e-02 3.025061502551483539e+00 9.112152719989714544e-01 2.336301096007444045e+01 -6.344225486808126035e-01 1.225701654265653057e-01
1.045388873164420307e+00 2.439529716215617583e+01 1.077667382080230579e-01 1.116721463688692823e-01 5.351702078251785455e-02 -6.880403792662152795e-02 1.570676141675302756e-02 1.476130816229304976e+00 -1.157070439608485879e+00 2.443343598076495127e+01 9.531564763043137711e-02 -5.412491795828380803e-02
1.324661763217107602e-01 1.900796435503095694e+01 1.097719953811625848e-01 1.716020931264684801e+00 5.428904084406022124e-02 1.877479539284516823e-03 3.263810219226318671e-02 7.990917337684132482e-01 -8.723085855002550293e-01 1.906983272433265242e+01 1.622063205163153610e+00 -3.342396190465744821e-03
2.825903017814712648e-01 2.122573679835069527e+01 1.277482622681113400e-01 8.384898598373489165e-01 1.830683582176323987e-01 3.342258948427408172e-02 5.316656389703376673e-02 1.282409212144780541e+00 1.320367927228487614e+00 2.123429862558296932e+01 7.208781890168819428e-01 2.785437055825239899e-02
1.044859395233877830e+00 2.463574434509652988e+01 8.452584131130132239e-02 -2.560761055433533162e+00 1.716985385308350542e-02 -1.332483106637165904e-01 4.673873007762273379e-02 2.079613452343274105e+00 1.257951892686737017e+00 2.461824879414657374e+01 -2.574611969194172012e+00 -1.259979667813604376e-01
1.279702753338614052e+00 2.433016531374938651e+01 1.065202329573160661e-01 6.782564235790496943e-01 3.270547330411608389e-01 -2.564412069537557182e-01 4.587913960747588143e-02 1.858045906912855649e+00 -1.153971878310466215e+00 2.426453689169707317e+01 7.485306623056851016e-01 -2.598489021688130118e-01
1.272757536558226210e+00 2.478308926403872903e+01 1.032857443105553441e-01 9.902658287099854739e-01 3.191779142539254432e-01 -4.132635092846709962e-02 2.713508392352027496e-02 2.746338834141398344e+00 -9.593850964683314775e-01 2.475721485992094628e+01 1.697756900938273361e+00 -5.449157162046364133e-02
1.162444148522584708e+00 2.501756840409364813e+01 1.186449716436245305e-01 -1.885680562557177753e+00 3.729895271595209394e-01 -8.238318060359205164e-03 6.714442169835772856e-02 1.302752336624129814e+00 -3.131636149583971185e-01 2.529957706023752451e+01 -2.237932708054438447e+00 2.387958763557341407e-03
1.075803416563735126e+00 2.436845715130189305e+01 1.398963085309091747e-01 -3.595326466234025076e-01 4.583736717633000168e-01 -1.799959227737142620e-01 5.164743446717565134e-02 3.649322249675842400e+00 -2.042928220017736496e-01 2.412759118173470441e+01 4.047065273237316352e-01 -1.552580909364409956e-01
9.178401566563145764e-01 2.461793535722997106e+01 1.212886277035973431e-01 2.587656866744145745e-01 3.875341194119089061e-01 1.091183277274890423e-01 2.745157916242599652e-02 1.773217488597943481e+00 8.770140750425911014e-01 2.461647109550658286e+01 1.410840844037863362e-01 1.034095594164315263e-01
8.555391084760703979e-01 2.430889524661930423e+01 1.241521702238405633e-01 -1.668803514534712651e+00 2.970076666816181543e-01 -3.992043238553234091e-02 3.343447907825238680e-02 3.213131847720358092e+00 -7.893450886015770385e-01 2.424575996925747745e+01 -2.093163621919087891e+00 -5.991809798362764117e-02
1.230374968319584816e+00 2.499084201736189570e+01 8.035158328717945109e-02 -1.906072781865677745e+00 3.959856636446442701e-01 -1.550440174473619592e-01 3.304138000764103578e-02 3.530721565408572182e+00 -3.310934183258614216e-01 2.492555279945564806e+01 -1.077261313481326033e+00 -1.584442010671578971e-01
3.016512276819225402e-01 2.108095600034498318e+01 1.248154517580999379e-01 8.022725917033126652e-01 3.659013230403993511e-01 8.138098965062130763e-02 5.927237794070566723e-02 1.807954463662415856e+00 -1.079035178076878987e+00 2.130207109722486436e+01 6.885210530806916696e-01 -6.896010483895518434e-03
6.607548257507309675e-01 2.312338938487835449e+01 1.454992990212222725e-01 1.249227524225838826e+00 7.346211241084122934e-01 3.036467724219572492e-03 2.456139292017882336e-02 3.510722017434565245e+00 -3.613407278027864211e-01 2.322632274789607010e+01 1.081113742119685250e+00 1.800175846133966057e-02
4.588461870830393696e-01 2.277329517247106594e+01 1.221459981037800735e-01 -1.693244134597852391e+00 9.100171500566294203e-01 -1.742684975720264207e-02 4.099968123568351747e-02 2.708577725495581845e+00 -9.968457044412148971e-01 2.277519178887484941e+01 -1.908297895259596810e+00 7.367540924863429097e-02
7.388625771193124692e-01 2.358016505575591282e+01 1.337492362889874387e-01 -1.259482722896344553e-01 1.064085048857194848e-01 -6.996326176866518587e-02 4.109273269606955603e-02 5.391516510817739860e-01 -5.345905396442885982e-01 2.352597236937069880e+01 -1.652655860769288582e-02 -4.523157396276064612e-02
1.263584801215033693e+00 2.537827668451097551e+01 1.179120851224129546e-01 1.147246252521426202e+00 2.719682778174077331e-01 8.662228330716412183e-02 1.953715279975325875e-02 1.142665694241047580e+00 -8.687302414106712334e-01 2.535159516789149237e+01 7.417553691917547765e-01 8.322159306669422996e-02
1.171265390981064414e+00 2.546664744537772407e+01 7.616151461257267274e-02 -7.636656881924008822e-02 3.449763700252735377e-01 1.809244664300596883e-01 6.223111639202238282e-02 3.584113531402399744e+00 4.947487424151803675e-02 2.558842660723609086e+01 -5.492322030535109478e-01 1.206823130416375817e-01
8.692119117385690430e-01 2.413751861020454115e+01 1.317480646176999171e-01 6.918619259392351228e-01 3.886058630914528411e-01 7.432764798763173697e-02 2.728886357850814418e-02 1.095495101860587406e+00 -8.031198099367364840e-01 2.422254449114577568e+01 1.210637140271051182e+00 5.479821963728249978e-02
1.294115817567190074e+00 2.548761565814841745e+01 1.125102017173217617e-01 -1.525302524363009615e+00 3.846031893031601756e-01 -5.488134850839779255e-03 4.762398489979185329e-02 3.314173623266271629e-01 -7.043854401227884754e-01 2.545296186566594088e+01 -7.588893005070554976e-01 6.088990401833316302e-02
2.110648229105533957e-01 2.010368179057089222e+01 1.085644544665835265e-01 -8.080586970602742225e-01 1.461610475704101797e-01 -1.180836307896753062e-01 3.206639848150388133e-02 1.831089978572775001e+00 -3.825526043246063046e-01 2.006070346272805338e+01 -8.121806148731758324e-01 -1.068223345566840787e-01
1.285119641569241633e+00 2.489503820027592340e+01 1.308889811089628263e-01 6.789942317852379339e-02 1.784011037029493985e-01 -5.263461445042116882e-02 4.384119804658183350e-02 7.511701511970313438e-01 -1.053188025439075082e+00 2.491336261792050166e+01 3.138977794578944880e-01 -7.049275971634762911e-03
9.784416665903217236e-01 2.372530104985072441e+01 1.374902126693576809e-01 1.233317736121021690e+00 3.006633548230773223e-01 5.803018390840856272e-03 3.497813988314017047e-02 2.777273421654478991e+00 -9.583380136522053894e-01 2.393813740110090649e+01 1.159536784826660449e+00 -1.916640246700537092e-02
8.171639861765023216e-01 2.417476146081196120e+01 1.513359623760622830e-01 4.508180780027752910e-01 1.352815692842120610e-01 9.691598943059465121e-02 5.835370155506906797e-02 2.884539727583565583e+00 -8.020557614098965393e-01 2.412946198376333129e+01 2.252018754331610584e-01 4.835663775758738958e-02
4.316135616392751118e-01 2.188945508634030546e+01 1.426003358315447445e-01 3.794658443537844428e-01 4.257359658591992058e-01 5.847248196128689013e-02 3.860062769509248204e-02 3.508894730447193133e+00 -7.849449238673528173e-02 2.194340333565085999e+01 8.764663716350793443e-01 2.123775035882047996e-02
3.203187356350711834e-01 2.149376362602096791e+01 1.437891210116763741e-01 7.120716126840680449e-01 3.820895370226097265e-01 4.633834552478975632e-02 1.447546348810015149e-02 1.066839463527021081e+00 9.062493706545002858e-01 2.152437167093324533e+01 3.989109510280504090e-01 4.540716879661770011e-02
1.004454345816337746e+00 2.472064056275498700e+01 1.127222194913823222e-01 -1.491265726368712574e+00 3.409765090956040634e-01 5.082330494187912995e-02 4.096321093933455448e-02 3.363045884252431783e+00 -5.622375445550735762e-01 2.470272726024778009e+01 -4.125327603953842792e-01 4.048829228900562016e-02
1.189946139509066914e+00 2.540629557084751866e+01 1.248168201839075370e-01 -1.535935313164173088e+00 5.926220797538050977e-02 2.147249101184188144e-03 3.603854235460268729e-02 2.974961709451310110e+00 -7.288271428550886499e-01 2.541023059749025492e+01 -1.539307983623192655e+00 2.359476348136321094e-03
5.084032268520861653e-01 2.249716867335902748e+01 1.057261125281038910e-01 -6.264064452169615382e-02 5.121464618403640534e-01 -1.225472684927987888e-01 4.976014023663444252e-02 2.959174611981848724e+00 -9.481100111433837796e-01 2.254808773465976302e+01 4.300692661362702229e-01 -3.040161284509828449e-02
7.514449962609288658e-01 2.341851981893145762e+01 1.064145061503720263e-01 1.437020210029572809e+00 2.525418894007424031e-01 -1.411065648670362938e-01 3.532871773384502201e-02 1.471541178307032682e+00 8.487558774015474539e-01 2.346735763568064925e+01 1.393839090647511547e+00 -1.070234453738179436e-01
8.797177265840336879e-01 2.453370859174507146e+01 1.313181415652183714e-01 -1.867431744604672206e+00 2.270168049722368908e-01 -6.304263965803297287e-02 5.030505772245527640e-02 3.850974748051211094e+00 4.570017290892447459e-01 2.437207772617605173e+01 -2.228972028964123275e+00 -2.680076021595182920e-02
7.156204343933492140e-03 1.235788053908781592e+01 1.348630854983164096e-01 1.516215041266119057e+00 4.171435353508462507e-02 -6.236580749324820150e-02 3.916805948771536622e-02 7.747159336632424287e-01 -4.539313936125925486e-01 1.247478884974080771e+01 1.506162744097096162e+00 -3.137465917861104875e-02
8.944004316796154708e-01 2.379320804653534438e+01 1.548789382263277559e-01 1.311826602790076568e-01 2.856191650221073797e-01 -1.051138735816101316e-01 4.627264862696522929e-02 1.321166131229071450e+00 9.052491480366139376e-01 2.378910841078944216e+01 5.381842564681965646e-01 -1.201288729201251404e-01
2.730944039000091639e-01 2.106042866543775105e+01 1.310943658890569852e-01 1.835411015940118240e-01 2.852907713215838692e-01 -1.604922977485932073e-02 3.153063272366839198e-02 2.747783719554667048e+00 1.156432389767777291e+00 2.090274717831583828e+01 6.955688936277723000e-01 -3.079387091055730413e-02
